decimalLongitude,decimalLatitude,status
127.810278,35.162278,1
128.489028,38.309111,1
128.549389,38.261889,1
104.313912,-5.458737,1
89.861219,26.732942,1
128.758028,35.201306,1
128.781639,35.302639,1
128.780694,35.302833,1
128.780639,35.302167,1
128.764583,35.471917,1
127.299944,36.921139,1
127.402667,36.979611,1
128.693054,35.568333,1
128.761108,35.202778,1
128.83223,35.325832,1
117.961353,5.96135,1
114.14529,22.599955,1
128.187362,37.561099,1
89.523958,26.92244,1
112.485207,-7.495516,1
128.430472,38.443944,1
128.425361,38.452194,1
128.424417,38.466528,1
128.467722,38.222889,1
128.819556,36.548806,1
129.19775,36.5105,1
129.235611,36.512472,1
129.237028,36.542611,1
129.238,36.543528,1
129.167528,36.6165,1
129.123972,36.600528,1
129.123444,36.601611,1
129.167528,36.6165,1
129.123972,36.600528,1
129.123444,36.601611,1
129.026361,36.575833,1
129.02675,36.576528,1
129.019694,36.588389,1
129.028667,36.580083,1
129.127278,36.536028,1
129.1255,36.535306,1
129.121833,36.537778,1
128.838434,36.519531,1
128.05276,38.136734,1
107.079479,11.352641,1
126.456735,36.728522,1
73.406234,34.064227,1
107.767268,-6.924515,1
88.50951,27.236176,1
99.124206,10.909708,1
113.984802,22.528774,1
97.621428,24.485052,1
101.386542,0.946677,1
103.982317,1.411696,1
101.057545,14.661832,1
126.23137,36.752987,1
107.362518,11.474642,1
103.676226,32.354981,1
101.211442,14.481488,1
102.349083,2.411055,1
120.762051,24.604832,1
126.960694,35.169611,1
126.960694,35.169611,1
126.987833,35.134167,1
126.987833,35.134167,1
126.995722,35.127528,1
126.995722,35.127528,1
126.960694,35.169611,1
126.960694,35.169611,1
126.987833,35.134167,1
126.995722,35.127528,1
117.52575,5.253465,1
117.550186,5.305336,1
117.493098,5.292105,1
117.492149,5.353334,1
117.592941,5.239966,1
127.052139,36.8575,1
127.052139,36.8575,1
127.052639,36.857611,1
127.052639,36.857611,1
127.027472,36.841611,1
127.027472,36.841611,1
127.034417,36.822556,1
127.034417,36.822556,1
110.414729,-7.915565,1
118.796515,5.364758,1
127.211417,36.796611,1
127.211417,36.796611,1
127.297333,36.84525,1
127.297333,36.84525,1
127.282583,36.784194,1
127.282583,36.784194,1
127.362972,36.830167,1
127.362972,36.830167,1
127.364417,36.830389,1
127.364417,36.830389,1
126.593444,36.84025,1
126.995306,35.12475,1
126.592861,36.821028,1
126.987833,35.134167,1
127.297333,36.84525,1
127.362972,36.830167,1
127.364417,36.830389,1
126.987833,35.134167,1
127.282583,36.784194,1
101.368174,14.439673,1
117.7753,4.932093,1
117.80875,5.983811,1
118.7198,5.214422,1
118.490478,5.084467,1
118.575873,5.102395,1
117.544463,5.345292,1
114.143888,22.378733,1
106.985406,-6.762043,1
99,23.25,1
117.765157,4.803619,1
117.408649,5.353354,1
118.7198,5.214422,1
118.7198,5.214422,1
117.408649,5.353354,1
118.7198,5.214422,1
118.137843,5.064145,1
101.359575,14.453696,1
118.443375,5.078097,1
118.553041,5.11497,1
117.56092,5.261374,1
118.419085,5.108221,1
117.430519,5.367902,1
117.495094,5.336074,1
117.491531,5.325611,1
117.496643,5.330695,1
117.430397,5.367995,1
98.912328,10.43391,1
136.553651,44.953016,1
117.610572,4.979543,1
127.483451,35.440992,1
128.528194,35.912194,1
127.483451,35.440992,1
72.761087,34.795255,1
117.46,5.34,1
73.005106,33.748059,1
73.005106,33.748059,1
94.361649,25.095387,1
127.384917,36.961083,1
127.376028,36.930389,1
127.384917,36.961083,1
127.376028,36.930389,1
115.53109,40.317772,1
120.858333,24.421145,1
115.53083,40.316387,1
128.842315,37.718299,1
127.277467,38.231321,1
101.371101,14.438599,1
106.992502,20.793655,1
128.014476,37.493377,1
128.051972,37.42561,1
104.91,13.69,1
104.91,13.69,1
104.9,13.7,1
104.89,13.7,1
104.89,13.7,1
104.9,13.75,1
104.9,13.75,1
104.91,13.69,1
104.91,13.69,1
107.2,16.45,1
108.01,16.21,1
106.985645,-6.789258,1
102.321319,3.030473,1
107.2,16.45,1
108.01,16.21,1
106.985645,-6.789258,1
107.08,12.22,1
107.08,12.22,1
107.08,12.22,1
128.050245,37.425954,1
104.88,13.75,1
104.9,13.73,1
104.91,13.69,1
104.91,13.69,1
104.89,13.7,1
104.89,13.7,1
104.87,13.74,1
104.87,13.74,1
104.85,13.73,1
105.288115,17.873416,1
105.288115,17.873416,1
106.9,12.53,1
106.9,12.53,1
106.9,12.53,1
91.796193,26.168944,1
102.48926,31.278658,1
104.85,13.77,1
104.9,13.77,1
104.9,13.77,1
104.9,13.77,1
104.9,13.75,1
104.9,13.75,1
104.85,13.73,1
104.85,13.73,1
104.85,13.73,1
104.85,13.73,1
104.91,13.69,1
104.86,13.71,1
104.86,13.71,1
104.87,13.73,1
104.87,13.73,1
102.317552,3.031812,1
106.76,12.4,1
106.76,12.4,1
106.76,12.4,1
106.76,12.4,1
106.76,12.4,1
106.76,12.4,1
106.76,12.4,1
106.76,12.4,1
106.76,12.4,1
106.76,12.4,1
106.76,12.4,1
106.76,12.4,1
106.514471,-7.231952,1
99.804522,7.525437,1
106.514471,-7.231952,1
117.51071,5.209054,1
104.84,13.83,1
128.096675,37.481735,1
117.405734,5.38231,1
117.724855,5.995301,1
117.787579,5.818021,1
127.216747,36.461204,1
117.457233,5.352155,1
109.206898,-7.235331,1
109.206898,-7.235331,1
126.592778,36.701791,1
104.756025,32.580383,1
128.1787,37.495565,1
103.516633,1.591144,1
91.893254,25.578773,1
76.795906,11.353003,1
126.502896,36.750638,1
131.490252,43.103312,1
88,27.166667,1
85.21527,27.20223,1
85.37645,27.10865,1
85.40823,27.18686,1
85.42124,27.16063,1
111.919175,-3.056891,1
120.653854,24.438712,1
127.232682,34.882743,1
120.732017,24.357467,1
98.133333,24.933333,1
102.32117,3.033651,1
99.217,15.6324,1
76.953423,10.349911,1
76.982001,10.320255,1
107.08,12.32,1
107.08,12.32,1
107.08,12.32,1
99.218792,15.631211,1
99.217,15.6324,1
106.92,12.14,1
106.92,12.14,1
106.92,12.14,1
106.92,12.14,1
106.92,12.14,1
76.960123,10.330055,1
76.959929,10.330284,1
117.408649,5.353354,1
107.414453,-6.837736,1
79.274713,30.457041,1
120.97481,24.067917,1
91.165178,27.294673,1
102.320693,3.031697,1
106.94,12.28,1
106.94,12.28,1
106.94,12.28,1
106.94,12.28,1
106.94,12.28,1
106.94,12.28,1
103.811077,30.415443,1
114.020968,4.199458,1
102.320679,3.041897,1
107.583307,15.52394,1
102.323891,3.030526,1
107.583307,15.52394,1
120.76639,24.39975,1
113.811701,-8.458043,1
113.811701,-8.458043,1
114.032273,22.482372,1
120.6237,24.03133,1
120.75081,24.41164,1
128.014466,37.583567,1
102.32169,3.034561,1
103.637694,31.944705,1
76.830754,10.3004,1
103.578757,31.803626,1
103.586997,31.801291,1
120.73722,24.59444,1
71.764126,34.898876,1
127.480972,34.87852,1
103.586997,31.780281,1
103.578757,31.791954,1
128.10759,37.487827,1
104.88,13.77,1
104.88,13.77,1
104.88,13.75,1
104.88,13.71,1
104.88,13.71,1
104.88,13.71,1
104.88,13.71,1
104.88,13.71,1
104.88,13.71,1
104.88,13.71,1
104.88,13.71,1
104.88,13.71,1
104.88,13.71,1
104.88,13.71,1
120.84428,24.29018,1
100.999338,6.099478,1
120.76734,24.34125,1
120.8126,24.3317,1
86.290806,21.702056,1
86.260944,21.6975,1
86.263083,21.688833,1
86.231056,21.670444,1
86.257306,21.679111,1
86.260528,21.690444,1
86.220972,21.74,1
86.365833,21.727472,1
86.313028,21.829917,1
86.400278,21.934028,1
86.372861,21.977722,1
86.296111,21.991222,1
86.296111,21.982583,1
86.473111,21.575806,1
86.3625,21.558972,1
86.359278,21.534861,1
86.383861,22.087389,1
86.425222,21.804444,1
86.209056,21.621778,1
86.152694,21.712056,1
101.669522,0.026747,1
106.233501,14.117278,1
105.18,14.04,1
105.18,14.04,1
105.18,14.04,1
105.18,14.04,1
105.21,14.23,1
105.21,14.23,1
101.000602,6.099379,1
117.689217,4.96184,1
128.140794,38.39463,1
99.214328,15.702891,1
120.938193,23.856697,1
117.42,5.37,1
117.4,5.37,1
117.4,5.37,1
126.724793,37.805687,1
106.793246,-6.624332,1
95.683768,28.960494,1
103.240299,11.277597,1
103.240299,11.277597,1
120.74667,24.49976,1
118.7198,5.214422,1
102.321165,3.035565,1
76.927782,10.324411,1
76.934283,10.348197,1
89.523363,22.142233,1
117.805077,4.964797,1
120.7813,24.47214,1
91.001129,26.659422,1
76.959963,10.33025,1
93.973691,27.55911,1
120.671553,24.496159,1
98.773706,25.228506,1
136.751512,47.700426,1
120.73796,24.50004,1
101.002064,6.099229,1
105.37,14.06,1
105.37,14.06,1
105.41,14.07,1
105.41,14.07,1
105.41,14.07,1
105.41,14.07,1
105.37,14.06,1
105.37,14.06,1
105.37,14.06,1
105.37,14.06,1
105.34,14.01,1
105.34,14.01,1
105.48,14.08,1
105.52,14.07,1
105.4,13.95,1
105.4,13.95,1
105.4,13.95,1
105.42,13.97,1
105.4,13.95,1
105.4,13.95,1
105.4,13.95,1
105.4,13.95,1
92.584534,21.493964,1
120.778192,24.28625,1
114.241101,22.497649,1
101.139088,19.485402,1
126.925795,36.122151,1
89.63166,27.47279,1
105.4,13.89,1
105.32,14,1
105.32,14,1
105.38,13.94,1
105.38,13.94,1
105.32,14,1
101.005814,6.100111,1
102.399762,4.386159,1
91.814599,24.334644,1
120.7807,24.48768,1
102.320684,3.042455,1
120.798056,24.318917,1
89.796799,21.950884,1
107.492946,16.09038,1
107.555769,15.942639,1
107.492946,16.09038,1
107.555769,15.942639,1
102.402306,4.366693,1
99.270684,15.193186,1
101.004308,6.102953,1
101.950937,-3.024615,1
120.74982,24.6097,1
102.40315,4.362372,1
102.40315,4.362372,1
75.646362,12.873392,1
98.056942,3.735748,1
98.088186,3.674097,1
98.088549,3.972066,1
98.580887,9.260853,1
105.34,14.09,1
105.38,14.07,1
105.38,14.07,1
105.19,13.89,1
105.24,13.91,1
105.25,13.86,1
105.3,13.97,1
105.3,13.97,1
105.33,14.01,1
105.33,14.01,1
105.42,13.97,1
105.33,14.06,1
105.33,14.06,1
105.33,14.06,1
105.42,13.94,1
105.44,13.98,1
105.47,14.04,1
105.5,14.05,1
105.46,14.07,1
105.3,14.01,1
105.31,14.05,1
99.245407,15.847791,1
108.088401,-7.617852,1
101.48275,-1.577319,1
101.527633,-1.470787,1
101.588528,-1.432896,1
108.088401,-7.617852,1
105.39,14.07,1
105.38,14.07,1
105.22,13.95,1
105.33,14.01,1
105.41,14.07,1
105.41,14.07,1
105.41,14.07,1
105.5,14.05,1
105.5,14.05,1
105.5,14.05,1
105.47,14.07,1
105.49,14.05,1
105.43,14.05,1
105.3,14.01,1
118.244891,5.453804,1
106.997661,-6.799391,1
101.461676,-1.645122,1
101.38738,-1.58577,1
101.54705,-1.49227,1
106.997661,-6.799391,1
105.2,13.88,1
105.2,13.88,1
105.22,13.95,1
105.34,13.96,1
105.34,13.96,1
105.34,13.96,1
105.34,13.96,1
105.33,14.06,1
105.43,14.05,1
117.610418,4.70404,1
103.516747,-1.509775,1
118.77405,5.095048,1
103.62,13.22,1
103.62,13.22,1
103.61,13.21,1
103.61,13.21,1
103.61,13.21,1
103.61,13.21,1
103.61,13.21,1
103.61,13.21,1
103.61,13.21,1
104.114946,-5.256314,1
104.06369,-5.29114,1
104.18796,-5.38792,1
104.19039,-5.39644,1
104.21874,-5.40211,1
104.22323,-5.42743,1
102.320023,3.041792,1
101.887209,-1.870837,1
104.04393,-5.21046,1
104.10102,-5.386,1
118.698342,5.238938,1
103.62,13.22,1
103.62,13.22,1
103.62,13.22,1
103.62,13.22,1
103.62,13.22,1
120.7372,23.83506,1
91.399058,23.281208,1
120.7444,23.83303,1
88.783264,26.753735,1
120.67935,24.448867,1
128.008098,37.408775,1
115.495935,40.050844,1
105.41,14.07,1
105.47,14.04,1
105.47,14.04,1
105.53,14.07,1
105.53,14.07,1
105.47,14.04,1
105.53,14.08,1
105.47,14.04,1
127.361387,36.63185,1
126.525476,36.629815,1
117.731993,5.006915,1
105.32,14.02,1
105.32,14.02,1
105.32,14.02,1
105.33,14.02,1
105.33,14.02,1
105.33,14.02,1
105.3,14.01,1
105.3,14.01,1
105.3,14.01,1
105.3,14.01,1
105.34,14.03,1
105.34,14.03,1
105.34,14.03,1
105.34,14.03,1
105.47,14.04,1
105.47,14.04,1
105.47,14.04,1
105.47,14.04,1
105.47,14.04,1
105.47,14.04,1
105.39,14,1
105.39,14,1
105.39,14,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.33,14.02,1
105.33,14.02,1
105.33,14.02,1
105.33,14.02,1
105.33,14.02,1
105.33,14.02,1
105.32,14,1
105.32,14,1
105.32,14,1
105.32,14,1
105.32,14,1
105.32,14,1
102.409891,4.331012,1
118.2527,5.462258,1
105.42,13.95,1
105.42,13.95,1
105.42,13.95,1
105.52,14.07,1
105.52,14.07,1
105.52,14.07,1
105.33,14.02,1
105.33,14.02,1
105.33,14.02,1
105.33,14.02,1
120.8509,24.62544,1
102.319483,3.044202,1
118.7198,5.214422,1
105.642626,22.399475,1
102.403622,4.375509,1
118.649927,5.252765,1
118.464018,5.173469,1
120.859286,24.63888,1
116.96465,40.547094,1
90.602356,27.30776,1
105.38,14.07,1
105.38,14.07,1
105.34,14.07,1
105.3,14.01,1
118.205885,5.529282,1
118.205885,5.529282,1
105.36,14.09,1
105.39,14.07,1
105.39,14.07,1
105.38,14.07,1
105.38,14.07,1
105.38,14.07,1
105.38,14.07,1
105.38,14.07,1
105.34,14.07,1
105.25,13.86,1
105.33,14.01,1
105.42,13.97,1
105.4,13.96,1
105.4,13.96,1
105.4,13.96,1
105.51,14.06,1
105.41,14.07,1
105.47,14.07,1
105.47,14.07,1
105.43,14.05,1
105.43,14.05,1
105.31,14.05,1
92.400751,27.105598,1
92.571726,27.238385,1
90.869768,25.251525,1
115.471769,4.386916,1
113.686211,2.231039,1
115.222763,3.299209,1
118.75,5.166667,1
114.107825,22.383812,1
76.879997,11.43,1
116.929858,5.157041,1
120.719498,24.595141,1
118.197029,5.462918,1
118.253334,5.461124,1
120.708918,24.428236,1
105.3,14.04,1
105.3,14.04,1
105.3,14.04,1
105.32,14.02,1
105.32,14.02,1
105.32,14.02,1
114.109497,22.396428,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.34,14.05,1
105.31,14.04,1
105.31,14.04,1
84.123333,28.37,1
92.659129,25.576184,1
102.002394,4.695527,1
118.751863,5.222078,1
118.221254,5.478337,1
88.699186,27.363826,1
91.608865,23.543563,1
76.955397,10.326973,1
102.274475,4.424368,1
85.375,27.80833,1
114.439519,-7.839128,1
114.439519,-7.839128,1
126.928989,36.641491,1
93.943585,21.264635,1
128.418562,35.295994,1
102.418997,4.343295,1
123.2364,10.5503,1
123.3,10.9484,1
123.5,10.8331,1
76.955397,10.326973,1
88.189734,27.428496,1
100.977805,4.023845,1
100.990336,4.018822,1
100.982953,4.021228,1
100.982953,4.021228,1
123.127564,10.506356,1
123.127564,10.506356,1
123.127564,10.506356,1
123.127564,10.506356,1
123.127564,10.506356,1
123.127564,10.506356,1
126.501136,36.648328,1
116.843117,6.1016,1
126.408715,36.613958,1
96.535809,27.445472,1
126.556822,36.660954,1
92.125,26.88333,1
106.446318,-6.700629,1
106.446318,-6.700629,1
88.323931,27.351641,1
126.30143,36.702354,1
126.51298,36.696459,1
77.013326,10.331711,1
103.346343,-1.91525,1
103.346343,-1.91525,1
126.349,36.771579,1
118.178168,5.498429,1
117.591991,5.304227,1
126.230251,36.740477,1
121.05,24.57,1
126.505436,36.788167,1
126.567597,36.618661,1
126.481552,36.770847,1
126.404996,36.701392,1
126.448268,36.796794,1
126.400779,36.750462,1
126.576531,36.643903,1
126.550774,36.678115,1
126.309981,36.627746,1
106.051565,-6.285807,1
106.051565,-6.285807,1
126.279164,36.663334,1
107.04,12.28,1
107.04,12.28,1
107.03,12.26,1
107.02,12.27,1
107.02,12.27,1
126.325763,36.786789,1
126.402447,36.611508,1
126.560546,36.791451,1
126.352631,36.779183,1
98.76,25.2949,1
72.60776,35.510896,1
126.345743,36.694353,1
103.349,11.612,1
126.254003,36.621903,1
107.02,12.25,1
107.1,12.23,1
107.1,12.23,1
101.404658,4.571533,1
102.567659,4.67491,1
103.095326,3.596469,1
103.06265,4.487744,1
102.6123,5.591784,1
102.176737,5.381286,1
101.995568,5.76682,1
107.268176,15.466644,1
107.268176,15.466644,1
123.18,9.38,1
123.16667,9.35,1
104.533333,-4.483333,1
110.386169,-7.489036,1
87.283333,27.549999,1
115.4,-2.5,1
76.537819,11.064129,1
85.366669,28.116671,1
123.133333,10.4167,1
119.18,10.05,1
117.83,8.77,1
123.133333,10.4167,1
112.933327,2.01667,1
103.466667,3.533333,1
102.550003,2.26667,1
117.48333,4.41667,1
109.001213,0.899458,1
123.133331,10.4167,1
91.699997,25.299999,1
91.76667,25.466669,1
100.666667,14.366667,1
122.451393,9.367037,1
122.451393,9.367037,1
118.116669,6,1
94,25,1
118.550003,5.53333,1
94,25,1
94.050003,25.299999,1
115.449997,3.75,1
123,9.75,1
115.51667,3.75,1
115.449997,3.75,1
122.966698,9.4667,1
118.449997,9.75,1
118.733299,9.7333,1
118.666702,9.7667,1
118.449997,9.75,1
117.98333,8.95,1
118.449997,9.75,1
117.98333,8.95,1
118.449997,9.75,1
118.449997,9.75,1
118.449997,9.75,1
118.449997,9.75,1
118.666702,9.7667,1
118.449997,9.75,1
118.733299,9.7333,1
118.449997,9.75,1
118.449997,9.75,1
118.733299,9.7333,1
97,25.366667,1
95.91217,27.3,1
103.84562,22.33958,1
122.36667,48.31667,1
106.795,-6.167,1
106.795,-6.167,1
103.84562,22.33958,1
98.48631,18.49409,1
99.06883,2.95949,1
99.07001,2.96322,1
99.07001,2.96322,1
116.52822,6.00287,1
108.050003,12.66666,1
108.21666,12.61666,1
111.5,-1.516667,1
108.333333,-6.466667,1
108.333333,-6.466667,1
108.333333,-6.466667,1
108.333333,-6.466667,1
114.516667,-8.3,1
114.516667,-8.3,1
108.333333,-6.466667,1
108.333333,-6.466667,1
108.333333,-6.466667,1
108.333333,-6.466667,1
108.333333,-6.466667,1
108.166664,29.416666,1
103.155457,28.799999,1
124.0167,47.36667,1
106.333328,15.33333,1
104.266663,22.549999,1
104.266663,22.549999,1
105.116661,20.366659,1
119.366669,25.716669,1
103.47432,22.38705,1
103.066658,21.66666,1
103.066658,21.66666,1
107.599999,16.466659,1
103.066658,21.66666,1
102.099999,21.683331,1
102.050003,30.049999,1
102.099999,21.683331,1
101.833328,21.51667,1
